reference_title,title,season,episode,text,start_time,end_time
Star Trek,The Simpsons,S18,E16,for Star Trek: Voyager.,"0:7:14,325","0:7:16,872"
Star Trek,The Big Bang Theory,S4,E10,"- Religion?
- Star Trek.","0:10:47,435","0:10:49,130"
Star Trek,This Is Us,S2,E5,That's a <i>Star Trek</i> reference.,"0:17:52,618","0:17:54,105"
Star Trek,This Is Us,S2,E5,You know <i>Star Trek?</i>,"0:17:55,304","0:17:56,410"
Star Trek,Family Guy,S7,E11,That's not a Star Trek question!,"0:2:41,418","0:2:43,115"
Star Trek,American Dad!,S9,E7,Star Trek Wars.,"0:3:0,84","0:3:1,684"
Star Trek,Young Sheldon,S5,E12,at least Star Trek,"0:15:46,206","0:15:47,686"
Star Trek,Young Sheldon,S3,E8,Star Trek in school?,"0:15:5,831","0:15:7,730"
Star Trek,13 Reasons Why,S2,E10,"Star Wars more than Star Trek,
but sometimes Star Trek.","0:6:31,16","0:6:34,101"
Star Trek,The Big Bang Theory,S2,E8,"Secondly, <i>Star Trek I</i> is orders of magnitude
worse than <i>Star Trek V.</i>","0:4:20,176","0:4:24,875"
Star Trek,Familie,S3,E1,another <i>Star Trek</i> festival,"0:26:3,131","0:26:4,364"
Star Trek,Young Sheldon,S5,E1,of the Star Trek theme song.,"0:8:49,227","0:8:51,864"
Star Trek,Malcolm in the Middle,S7,E14,I played Sulu on Star Trek.,"0:20:15,148","0:20:16,785"
Star Trek,CSI: Crime Scene Investigation,S10,E18,"<i>Star trek, the original series.</i>","0:23:35,444","0:23:36,711"
Star Trek,Young Sheldon,S3,E10,and watch your Star Trek tapes?,"0:10:50,682","0:10:52,716"
Star Trek,American Dad!,S5,E12,<i>It's han solo from star trek.</i>,"0:4:29,850","0:4:32,650"
Star Trek,Rick and Morty,S2,E8,"You know,
Worf from Star Trek,","0:5:9,141","0:5:10,475"
Star Trek,The Big Bang Theory,S9,E11,"MAN:
<i>Star Trek</i> stinks!","0:13:56,716","0:13:58,515"
Star Trek,The Big Bang Theory,S5,E23,"You watch Star Trek, I live it.","0:3:26,664","0:3:30,417"
Star Trek,Seinfeld,S8,E1,"-What is that?
-Star Trek II.","0:1:44,718","0:1:46,754"
Star Trek,DC's Legends of Tomorrow,S2,E5,and Star Trek: The Next Generation.,"0:9:44,690","0:9:46,557"
Star Trek,The Wonder Years,S1,E21,"I bet it's not as good
as <i>Star Trek,</i>","0:2:52,247","0:2:53,439"
Star Trek,According to Jim,S8,E15,And now back to Star Trek.,"0:10:11,43","0:10:13,145"
Star Trek,According to Jim,S8,E15,"With Star Trek's
George takei.","0:10:28,61","0:10:30,798"
Star Trek,Baywatch,S3,E14,"in astrophysics,
not Star Trek reruns.","0:9:15,931","0:9:18,684"
Star Trek,That '70s Show,S2,E10,"Watching <i>Star Trek,</i> in color.","0:15:42,236","0:15:45,831"
Star Trek,Gilmore Girls,S5,E6,And you went from <i>Star Trek</i> convention...,"0:4:26,327","0:4:27,646"
Star Trek,NCIS: Los Angeles,S8,E3,in the next Star Trek film.,"0:31:31,740","0:31:33,374"
Star Trek,The Big Bang Theory,S10,E9,"Also, I was on <i>Star Trek.</i>","0:17:33,30","0:17:36,599"
Star Trek,Young Sheldon,S5,E7,on Star Trek: Next Generation.,"0:2:28,66","0:2:29,984"
Star Trek,Young Sheldon,S5,E7,like Riker on Star Trek.,"0:4:11,493","0:4:12,931"
Star Trek,American Dad!,S9,E13,"The what now?
From <i>Star Trek.</i>","0:5:42,574","0:5:44,342"
Star Trek,The Big Bang Theory,S8,E20,Those are<i> Star Trek</i> people.,"0:2:21,305","0:2:23,337"
Star Trek,The Big Bang Theory,S6,E13,a <i>Star Trek</i> landing party,"0:13:33,947","0:13:36,47"
Star Trek,The Big Bang Theory,S8,E7,Neat<i> Star Trek</i> mug.,"0:8:28,140","0:8:30,357"
Star Trek,The Big Bang Theory,S4,E8,"This is Indiana Jones, not Star Trek.","0:10:27,456","0:10:31,222"
Star Trek,The Big Bang Theory,S11,E2,"I-It's Romulan ale,
from <i>Star Trek.</i>","0:12:3,235","0:12:6,302"
Star Trek,The Big Bang Theory,S6,E24,"is a beloved character
from <i>Star Trek.</i>","0:0:27,320","0:0:30,304"
Star Trek,The Big Bang Theory,S6,E24,"Uh, you know <i>Star Trek.</i>","0:1:11,947","0:1:13,981"
Star Trek,The Big Bang Theory,S10,E14,"Careful, I saw this on <i>Star Trek.</i>","0:1:3,210","0:1:5,340"
Star Trek,NCIS: Los Angeles,S9,E4,Really? <i>Star Trek?</i> No?,"0:21:56,445","0:21:58,112"
Star Trek,Young Sheldon,S4,E7,"on Star Trek:
The Original Series.","0:1:37,91","0:1:38,400"
Star Trek,The Big Bang Theory,S3,E5,...the Wil Wheaton from <i>Star Trek</i>?,"0:8:36,316","0:8:38,79"
Star Trek,The Big Bang Theory,S7,E11,"Wait, so Star Wars
and Star Trek characters","0:2:11,840","0:2:14,47"
Star Trek,Supergirl,S6,E3,<i>Star Trek III: The Search for Spock?</i>,"0:31:23,799","0:31:26,669"
Star Trek,Young Sheldon,S2,E2,What's that new Star Trek show?,"0:6:45,33","0:6:47,846"
Star Trek,American Dad!,S4,E10,"He's your favorite
Star Trek character.","0:6:4,111","0:6:6,297"
Star Trek,The Big Bang Theory,S9,E17,"We may have met because
you are a fan of <i>Star Trek.</i>","0:14:33,764","0:14:37,264"
Star Trek,The Big Bang Theory,S2,E8,"Well, <i>Star Trek V,</i> worse than <i>1.</i>","0:4:13,169","0:4:15,0"
Star Trek,The Big Bang Theory,S5,E5,"Wil Wheaton's character
on Star Trek.","0:11:23,724","0:11:25,600"
Star Trek,Blindspot,S4,E18,"at the Star Trek-themed
Settlers of Catan.","0:15:5,76","0:15:6,947"
Star Trek,The Wonder Years,S1,E21,"someone like you
is into <i>Star Trek.</i>","0:2:17,973","0:2:19,681"
Star Trek,The Wonder Years,S1,E21,There's a new <i>Star Trek</i> tonight,"0:18:9,750","0:18:11,148"
Star Trek,The King of Queens,S7,E20,"<i>Who's your favorite character
on Star Trek?</i>","0:16:17,458","0:16:19,543"
Star Trek,According to Jim,S8,E15,"Our Star Trek--
the next generation","0:10:15,182","0:10:17,283"
Star Trek,Kyle XY,S3,E9,Is Star Trek-night over already?,"0:32:37,230","0:32:39,350"
Star Trek,black-ish,S3,E14,"- The Black dude from Star Trek.
- Yeah.","0:11:23,369","0:11:25,101"
Star Trek,iZombie,S3,E1,"<i>You see the last
Star Trek movie?</i>","0:34:7,9","0:34:8,168"
Star Trek,The Simpsons,S15,E19,"Hello, I'm Nichelle Nichols of Star Trek.","0:8:41,816","0:8:44,612"
Star Trek,The Big Bang Theory,S4,E15,"wearing a Star Trek
ensign's uniform.","0:2:17,656","0:2:20,124"
Star Trek,Family Guy,S12,E5,"We now return
to Italian Star Trek.","0:7:22,840","0:7:25,446"
Star Trek,Young Sheldon,S4,E13,"That's from Star Trek,
which is also in the future.","0:9:25,993","0:9:28,865"
Star Trek,The Big Bang Theory,S12,E20,"<i>Star Trek: Discovery.</i>
- All right.","0:6:6,781","0:6:8,113"
Star Trek,The Big Bang Theory,S12,E20,"Wait, you mean
just the <i>Star Trek...</i>","0:6:12,821","0:6:14,165"
Star Trek,The Big Bang Theory,S5,E17,"Plus, I haven't watched Star Trek...","0:9:36,117","0:9:37,826"
Star Trek,The Simpsons,S32,E4,"saving the whales
in<i> star trek iv,</i>","0:19:16,196","0:19:18,76"
Star Trek,Family Guy,S7,E11,The annual Quahog Star Trek convention.,"0:0:41,461","0:0:44,156"
Star Trek,The Big Bang Theory,S8,E6,"or<i> Voyager</i>
the<i> Star Trek</i> TV show?","0:18:30,189","0:18:33,974"
Star Trek,Young Sheldon,S5,E12,"For your information,
Star Trek wouldn't exist","0:15:39,938","0:15:41,831"
Star Trek,The Big Bang Theory,S11,E1,"some weird
<i>Star Trek</i> wedding?","0:4:49,79","0:4:52,180"
Star Trek,The Big Bang Theory,S7,E10,about when I was a kid on Star Trek.,"0:5:31,344","0:5:32,784"
Star Trek,American Dad!,S5,E5,<i>Yeah. I got the Star Trek one.</i>,"0:2:24,144","0:2:26,271"
Star Trek,Young Sheldon,S4,E2,Star Trek Fan Club Magazine.,"0:0:7,323","0:0:9,762"
Star Trek,The Big Bang Theory,S6,E18,"uh, <i>Star Trek's</i> D.C. Fontana.","0:1:52,318","0:1:54,485"
Star Trek,Young Sheldon,S3,E8,We're gonna watch Star Trek.,"0:15:3,662","0:15:5,828"
Star Trek,The Big Bang Theory,S3,E16,"Um, he was on <i>Star Trek.</i>","0:3:58,138","0:4:0,470"
Star Trek,Young Sheldon,S4,E7,"I'm watching Star Trek:
The Original Series.","0:1:10,739","0:1:13,85"
Star Trek,Family Guy,S9,E14,"<i>(to Star Trek theme music)
âª Sulu, he star of the show... âª</i>","0:4:48,991","0:4:53,561"
Star Trek,The Big Bang Theory,S8,E18,"Penny,<i> Next Gen</i>
refers to<i> Star Trek...</i>","0:14:38,555","0:14:40,588"
Star Trek,Futurama,S7,E17,"Oh! on! They did
that on Star Trek, TNG.","0:18:45,458","0:18:48,439"
Star Trek,Hawaii Five-0,S8,E20,"and the <i>Star Trek</i> movie's
sold out, too.","0:26:23,758","0:26:26,325"
Star Trek,Stargate SG-1,S10,E6,"Okay, one.. that's star trek.
And two... it's ridiculous.","0:19:6,332","0:19:11,269"
Star Trek,Young Sheldon,S3,E11,"I want to watch Star
Trek: The Next Generation.","0:5:33,995","0:5:36,16"
Star Trek,Young Sheldon,S3,E11,You taped over my Star Trek episode.,"0:13:32,684","0:13:34,751"
Star Trek,Young Sheldon,S3,E11,I met him on a Star Trek bulletin board.,"0:16:16,58","0:16:18,184"
Star Trek,Young Sheldon,S2,E2,"When that first came on,
you said a new Star Trek","0:6:49,552","0:6:52,672"
Star Trek,The Simpsons,S22,E15,"<i>Hey, this was one of the
planets on Star Trek.</i>","0:1:35,441","0:1:39,244"
Star Trek,The Big Bang Theory,S7,E2,"There's kissing in Star Trek,
smarty-pants.","0:10:10,440","0:10:14,1"
Star Trek,The Big Bang Theory,S2,E8,...while <i>Star Trek I</i> fails across the board.,"0:4:34,190","0:4:36,249"
Star Trek,The Big Bang Theory,S4,E21,"in the Star Trek episode,
Let That Be Your Last Battlefield?","0:16:52,352","0:16:56,311"
Star Trek,The Big Bang Theory,S4,E18,"How many Star Trek uniforms
do you have?","0:5:30,209","0:5:33,7"
Star Trek,The Big Bang Theory,S5,E23,"Oh, I don't remember
the episode of Star Trek...","0:3:32,170","0:3:34,338"
Star Trek,Seinfeld,S8,E1,"No, no, no, that's from Star Trek III.","0:17:8,398","0:17:11,276"
Star Trek,Ugly Betty,S4,E7,It was a little too star trek for me.,"0:19:14,750","0:19:17,150"
Star Trek,Mad Men,S5,E10,"Will you read a script
he wrote for Star Trek?","0:20:50,806","0:20:53,707"
Star Trek,The Wonder Years,S1,E21,"- You like <i>Star Trek?</i>
- It's my favorite show.","0:1:2,145","0:1:4,337"
Star Trek,Teenage Mutant Ninja Turtles,S6,E12,"way too many reruns
of<i> Star Trek.</i>","0:6:30,690","0:6:32,757"
Star Trek,30 Rock,S3,E2,"before I reaLized
it wasn't a new <i>Star Trek</i>.","0:2:52,92","0:2:54,626"
Star Trek,That '70s Show,S7,E20,"Thanks for going with me to
the star trek convention,","0:1:36,529","0:1:39,278"
Star Trek,Kyle XY,S3,E9,"Star Trek?Popular science-fiction entertainment,","0:3:57,350","0:4:0,270"
Star Trek,Gilmore Girls,S6,E17,"Take your jacket
and your dippy <i>Star Trek</i> device","0:30:18,527","0:30:20,882"
Star Trek,Gilmore Girls,S6,E18,"Grownups. You never saw
the original <i>Star Trek?</i>","0:6:50,647","0:6:52,478"
Star Trek,The Big Bang Theory,S2,E2,"You can go dressed
as a Star Trek science officer...","0:14:1,298","0:14:4,8"
Star Trek,The Big Bang Theory,S11,E24,"If you'd have told me as a child
that an actor from<i> Star Trek</i>","0:1:28,254","0:1:32,123"
Star Trek,American Dad!,S3,E7,"I thought I saw every
episode of Star Trek.","0:1:53,488","0:1:55,552"
Star Trek,The Big Bang Theory,S5,E17,"Star Trek trivia,
Next Generation trivia...","0:9:22,228","0:9:25,313"
Star Trek,The Big Bang Theory,S3,E21,"...season two of
<i>Star Trek: The Original Series...</i>","0:8:45,392","0:8:47,860"
Star Trek,The Big Bang Theory,S11,E23,"while he tried
to watch Star Trek?","0:13:2,476","0:13:4,173"
Star Trek,The Big Bang Theory,S11,E3,"a Star Trek uniform
underneath my tuxedo.","0:17:58,865","0:18:2,433"
Star Trek,The Big Bang Theory,S4,E8,"The Jar Jar Binks
of the Star Trek universe.","0:9:52,88","0:9:55,683"
Star Trek,Family Guy,S7,E11,"What? You came to a Star Trek convention with the mumps,","0:3:42,718","0:3:45,605"
Star Trek,Young Sheldon,S4,E18,"And guess who's wearing
Star Trek underpants","0:17:2,83","0:17:4,394"
Star Trek,NCIS: Los Angeles,S5,E17,"Yeah, but it's not
nearly as <i>Star Trek-ish.</i>","0:25:30,405","0:25:32,705"
Star Trek,Young Sheldon,S5,E12,"You heard me, Star Trek: Next Gen","0:16:20,283","0:16:22,501"
Star Trek,The Big Bang Theory,S6,E15,"One <i>Star Trek:</i>
<i>The Next Generation</i> phaser.","0:8:49,270","0:8:52,605"
Star Trek,The Big Bang Theory,S8,E5,"The Motorola flip phone--
that came from<i> Star Trek.</i>","0:5:34,438","0:5:37,606"
Star Trek,The Big Bang Theory,S3,E19,"...was Wil Wheaton's character
on Star Trek.","0:13:46,742","0:13:48,993"
Star Trek,The Big Bang Theory,S6,E18,"like in <i>Star Trek,</i>
where women and men","0:0:59,982","0:1:2,983"
Star Trek,Young Sheldon,S3,E8,"of Star Trek: The Next
Generation. It's a good one.","0:2:16,768","0:2:19,480"
Star Trek,The Big Bang Theory,S7,E19,"I wouldn't exactly call
Star Trek embarrassing.","0:11:32,720","0:11:35,405"
Star Trek,The Big Bang Theory,S7,E19,"that you just know in your heart
is bad, not Star Trek...","0:11:57,680","0:12:1,2"
Star Trek,Young Sheldon,S4,E7,"Although there is one called
Star Trek:","0:1:18,909","0:1:20,611"
Star Trek,Criminal Minds,S1,E10,"Watching Star Trek... and
laughing at the physics mistakes.","0:4:58,760","0:5:2,240"
Star Trek,The Big Bang Theory,S8,E18,"She played Guinan on
<i>Star Trek: Next Gen.</i>","0:14:35,119","0:14:37,999"
Star Trek,Malcolm in the Middle,S7,E14,"I'm sorry, but in Star Trek II:
The Wrath of Khan,","0:7:43,962","0:7:47,21"
Star Trek,Young Sheldon,S3,E10,"bring himself to watch
his Star Trek show.","0:13:3,485","0:13:5,769"
Star Trek,Young Sheldon,S3,E11,"but it did keep me
from missing Star Trek.","0:4:50,904","0:4:53,106"
Star Trek,Young Sheldon,S3,E11,"Georgie taped over Star
Trek: The Next Generation.","0:5:28,411","0:5:31,413"
Star Trek,American Dad!,S4,E10,"I chose it 'cause Scottie
is your favorite <i>Star Trek</i> character.","0:1:35,541","0:1:38,536"
Star Trek,The Big Bang Theory,S12,E16,"Put another dollar
in the <i>Star Trek</i> jar, Bill.","0:18:11,877","0:18:14,678"
Star Trek,The Simpsons,S4,E12,"Actually, you see, the doors
on Star Trek were not mechanical.","0:16:55,876","0:16:58,538"
Star Trek,The Big Bang Theory,S2,E8,"<i>Star Trek V</i> has specific failures
in writing and direction...","0:4:31,220","0:4:34,18"
Star Trek,The Big Bang Theory,S8,E17,"What if I play the<i> Star Trek</i>
theme on my nose?","0:10:25,185","0:10:27,758"
Star Trek,The Big Bang Theory,S5,E5,"So I drove for hours by bus
to a Star Trek convention...","0:11:25,768","0:11:28,687"
Star Trek,Rick and Morty,S2,E8,"like Worf from Star Trek
that was getting coffee!","0:5:40,257","0:5:42,841"
Star Trek,The Big Bang Theory,S9,E11,"I was on<i> Star Trek.</i> I'm just
rooting for the home team.","0:13:53,547","0:13:56,715"
Star Trek,Numb3rs,S6,E2,"<i>I've seen the new Star Trek
three times.</i>","0:20:26,769","0:20:29,93"
Star Trek,Mad Men,S5,E10,"It's a speculative episode
of the hit television show Star Trek.","0:17:3,825","0:17:7,293"
Star Trek,The Wonder Years,S1,E21,"<i>Did he hear us
talking about</i> Star Trek?","0:0:57,351","0:0:59,198"
Star Trek,The Wonder Years,S1,E21,"I thought I heard you guys
talking about <i>Star Trek.</i>","0:1:0,524","0:1:2,60"
Star Trek,Parks and Recreation,S5,E3,"And writing
<i>Star Trek</i> fan fiction
does not count.","0:4:5,645","0:4:7,509"
Star Trek,NCIS: New Orleans,S4,E12,"No, it's, uh, <i>Star Trek II:</i>
<i>Wrath of Khan.</i>","0:28:7,791","0:28:10,526"
Star Trek,NCIS: New Orleans,S1,E22,"As long as the answer doesn't
include a<i> Star Trek</i> reference.","0:12:11,568","0:12:14,570"
Star Trek,NCIS: New Orleans,S1,E21,You ever see that episode of{\i1} Star Trek{\i} when Kirk,"0:34:22,420","0:34:24,0"
Star Trek,Gilmore Girls,S4,E12,"which was problematic
in every incarnation of <i>Star Trek...</i>","0:21:12,247","0:21:14,397"
Star Trek,2 Broke Girls,S4,E11,"Feel like the<i> Star Trek:</i>
<i>Next Generation</i> bar.","0:4:31,204","0:4:33,338"
Star Trek,iZombie,S3,E1,"<i>Pretty sure it was kirk
in Star Trek, but...</i>","0:34:21,657","0:34:23,556"
Star Trek,Breaking Bad,S5,E9,"I ever tell you about
my <i>Star Trek</i> script?","0:19:7,440","0:19:10,399"
Star Trek,The Simpsons,S8,E3,"Whoa, whoa.
A fat, sarcastic <i>Star Trek</i> fan.","0:2:27,814","0:2:30,681"
Star Trek,Family Guy,S1,E2,"And, in all fairness,
Star Trek was here first.","0:1:56,983","0:1:59,508"
Star Trek,Family Guy,S1,E2,"I don't miss a thing.
We now return to Star Trek.","0:2:45,932","0:2:48,594"
Star Trek,Family Guy,S10,E1,"to <i>Star Trek II: The Wrath</i>
<i>of Khan,</i> edited for goats.","0:0:59,472","0:1:2,540"
Star Trek,Young Sheldon,S3,E3,"There's a Star Trek episode
called The Devil in the Dark","0:17:2,407","0:17:6,292"
Star Trek,Young Sheldon,S3,E2,"Original Star Trek is
older than Next Generation,","0:15:15,100","0:15:17,399"
Star Trek,The Big Bang Theory,S6,E13,"I say we begin with a classic
<i>Star Trek</i> fight scene.","0:8:20,968","0:8:23,668"
Star Trek,The Simpsons,S21,E19,"Behold, I am Captain Kirk
from <i>Star Trek One.</i>","0:15:56,665","0:16:0,467"
Star Trek,The Big Bang Theory,S3,E1,"I missed Comic-Con
and the New Star Trek movie!","0:10:6,563","0:10:8,732"
Star Trek,Family Guy,S7,E11,"These aren't Star Trek questions, what the hell?","0:2:53,131","0:2:55,210"
Star Trek,Family Guy,S7,E11,You people have ruined Star Trek: The Next Generation for me,"0:21:12,934","0:21:15,736"
Star Trek,Criminal Minds,S1,E2,"Ok, you know how on Star
Trek when Captain Kirk","0:21:37,706","0:21:39,823"
Star Trek,Young Sheldon,S4,E18,"talking about Star Trek
and reading comic books.","0:16:48,29","0:16:50,981"
Star Trek,Modern Family,S5,E23,"- I get it. Star Trek.
- You're breaking my heart.","0:6:21,148","0:6:23,59"
Star Trek,Criminal Minds,S5,E12,"like red-shirted ensign
in Star Trek doomed.","0:29:1,244","0:29:3,495"
Star Trek,The Big Bang Theory,S3,E19,"I'm sure you're probably sick
of Star Trek questions...","0:8:59,580","0:9:2,457"
Star Trek,The Big Bang Theory,S3,E19,"But like your time on
Star Trek: Next Generation...","0:18:43,288","0:18:45,748"
Star Trek,The Big Bang Theory,S6,E8,"Ooh, that guy owns
two Star Trek uniforms","0:13:30,678","0:13:32,761"
Star Trek,The Simpsons,S6,E13,"...what some nerd thinks
about Star Trek.","0:2:50,111","0:2:52,565"
Star Trek,13 Reasons Why,S2,E10,"Or going off about zombies,
or talking about Star Trek.","0:6:26,427","0:6:29,430"
Star Trek,Malcolm in the Middle,S7,E14,"to hook Hal up with a member
of the original cast of Star Trek.","0:14:28,487","0:14:31,516"
Star Trek,The Big Bang Theory,S8,E11,"Wait. How much do you talk
about<i> Star Trek?</i>","0:8:28,790","0:8:31,802"
Star Trek,The Big Bang Theory,S9,E7,"The first episode of<i> Star Trek:</i>
<i>The Original Series</i> I ever saw","0:4:49,658","0:4:54,293"
Star Trek,The Big Bang Theory,S2,E8,"<i>Star Trek V</i> is the standard
against which all badness is measured.","0:4:26,249","0:4:29,309"
Star Trek,The Big Bang Theory,S2,E8,"SHELDON: Will you at least stipulate
that <i>Star Trek IV: The Voyage Home...</i>","0:4:48,37","0:4:51,97"
Star Trek,The Big Bang Theory,S5,E20,"A vintage, mint-in-box 1975
Mego Star Trek Transporter...","0:4:26,516","0:4:30,602"
Star Trek,The Big Bang Theory,S5,E5,"I did, but I think
I've kind of outgrown Star Trek.","0:16:48,590","0:16:53,52"
Star Trek,Orange Is the New Black,S2,E4,"At a Star Trek convention. Yeah,
we were both dressed as Klingons.","0:38:48,603","0:38:52,106"
Star Trek,Seinfeld,S2,E5,"That's why Star Trek really
was the ultimate male fantasy.","0:0:39,769","0:0:42,522"
Star Trek,Last of the Summer Wine,S10,E2,"Look, Seymour, I'm not your hi-tech
Star Trek computer factory!","0:19:21,870","0:19:26,970"
Star Trek,Breaking Bad,S5,E9,"<i>Star Trek</i> script?
Yeah. I gotta write it down, is all.","0:19:10,560","0:19:14,76"
Star Trek,The Big Bang Theory,S4,E17,"Okay, well, tell him
I loved him on Star Trek.","0:8:17,640","0:8:20,234"
Star Trek,The Big Bang Theory,S4,E14,"I took the liberty of adapting
a Star Trek fan fiction novella...","0:14:48,31","0:14:52,365"
Star Trek,The Big Bang Theory,S6,E10,"I could not be allowed to go to the opening
of the next Star Trek movie.","0:16:54,514","0:16:58,308"
Star Trek,Family Guy,S3,E16,"You may remember him as the actor
replaced by William Shatner on Star Trek.","0:19:41,250","0:19:45,630"
Star Trek,NCIS: Los Angeles,S8,E10,"Okay, so we've got all this
<i>Star Trek</i> gak","0:18:43,484","0:18:45,652"
Star Trek,The Simpsons,S4,E6,"[Man Announcing]
Star Trek XI: So Very Tired.","0:1:34,791","0:1:39,23"
Star Trek,The Big Bang Theory,S8,E6,"Like what? Your incomplete set
of<i> Star Trek</i> collector plates?","0:11:25,749","0:11:29,884"
Star Trek,Young Sheldon,S5,E12,"That's true, they're still
making Star Trek movies","0:16:10,317","0:16:12,852"
Star Trek,The Big Bang Theory,S3,E5,"...a.k.a. Ensign Wesley Crusher
on <i>Star Trek: The Next Generation...</i>","0:8:43,690","0:8:47,319"
Star Trek,Criminal Minds,S1,E10,"Actually, there aren't that many
scientific errors in Star Trek.","0:5:3,40","0:5:5,440"
Star Trek,Malcolm in the Middle,S6,E14,"I don't care if you knew the end of that
Star Trek episode! I didn't and you ruined it!","0:7:6,656","0:7:11,520"
Star Trek,American Dad!,S3,E2,"Your Aunt Sadie, Great Gram-Gram,
Star Trek's James Doohan.","0:18:24,708","0:18:28,22"
Star Trek,Hawaii Five-0,S9,E9,<i><b><font color=#FFFF00>(Star Trek</i> theme song playing)</font></b>,"0:24:32,964","0:24:36,900"
Star Trek,CSI: Crime Scene Investigation,S8,E15,"Which is why first officer spock's
blood is green in star trek.","0:13:53,390","0:13:56,760"
Star Trek,The Big Bang Theory,S12,E13,"Oh, man, that last episode of
<i>Star Trek: Discovery</i> was crazy.","0:8:47,775","0:8:51,376"
Star Trek,The Big Bang Theory,S2,E9,"- Give me one good reason why not.
- Because this is not <i>Star Trek</i>!","0:9:36,862","0:9:40,342"
Star Trek,Family Guy,S14,E14,"TV ANNOUNCER: We now return
to<i> Star Trek: Creep Space Nine.</i>","0:0:34,844","0:0:37,982"
Star Trek,Parks and Recreation,S4,E3,"Hey, Ben, you like Star Trek.
Talk about that for a little bit.","0:14:0,371","0:14:3,477"
Star Trek,30 Rock,S3,E5,"<i>How come there ain't no
puerto ricans on star trek?!</i>","0:2:8,800","0:2:11,600"
Star Trek,NCIS: New Orleans,S3,E4,"<i><font color=#FFFF00>(Star Trek</i> theme
ringtone plays)</font>","0:6:35,382","0:6:37,48"
Star Trek,NCIS: New Orleans,S3,E4,"<i><font color=#FFFF00>(Star Trek</i> theme
playing in distance)</font>","0:9:9,296","0:9:12,464"
Star Trek,Stargate Atlantis,S5,E19,"Yes, he probably got a job as a Klingon
at Star Trek: The Experience.","0:38:52,616","0:38:55,994"
Star Trek,That '70s Show,S6,E21,"No, I kind a lost interest when I realized
it wasn't about Star Trek.","0:9:34,370","0:9:38,219"
Star Trek,Gilmore Girls,S4,E12,"So, barring some sort of
<i>Star Trek</i>-like cloaking device...","0:21:8,727","0:21:12,163"
Star Trek,The Simpsons,S8,E3,"No, I do not have a receipt. I won it as
a door prize at the <i>Star Trek</i> convention...","0:2:17,670","0:2:22,107"
Star Trek,The Big Bang Theory,S4,E12,"I've loved the theremin from the moment
I heard original Star Trek theme.","0:13:45,928","0:13:49,921"
Star Trek,The Big Bang Theory,S6,E12,"Mm.... I found this quiz online called
Which Star Trek Character Are You?","0:9:25,982","0:9:29,985"
Star Trek,Family Guy,S7,E11,"The cast of Star Trek: The Next Generation
is here to anwser my questions!","0:8:33,155","0:8:36,300"
Star Trek,The Big Bang Theory,S3,E18,"For example, why wasn't William
Shatner in the new <i>Star Trek</i> movie?","0:0:30,831","0:0:34,323"
Star Trek,The Big Bang Theory,S7,E21,"For your information, I was asking her
about the next Star Trek movie.","0:14:56,847","0:15:0,367"
Star Trek,CSI: Crime Scene Investigation,S8,E15,"And furthermore, he was promoted to
captain just prior to star trek ii","0:14:15,400","0:14:20,0"
Star Trek,Family Guy,S4,E11,"Boy, I haven't been this creeped out
since I saw that episode of Star Trek.","0:18:42,381","0:18:45,583"
Star Trek,Family Guy,S1,E2,"Sorry, Meg. Daddy loves you.
But Daddy also loves Star Trek.","0:1:53,513","0:1:56,880"
Star Trek,The Big Bang Theory,S3,E1,"Remember that scene in the new Star Trek
when Kirk has to take over the ship,","0:9:57,55","0:10:0,246"
Star Trek,The Big Bang Theory,S5,E19,"happier playing his Star Trek game
with friends than hanging out with me.","0:15:0,482","0:15:4,110"
Star Trek,CSI: NY,S2,E4,"Our San Gennero vic looks like
he was on a Star Trek diet.","0:17:7,400","0:17:11,80"
Star Trek,The Big Bang Theory,S5,E9,"did he mention he owns not one,
but two Star Trek uniforms?","0:15:12,578","0:15:16,372"
Star Trek,The Big Bang Theory,S4,E8,"And even at Star Trek conventions,
they only let him in if he helps set up!","0:10:34,797","0:10:39,97"
Star Trek,Family Guy,S7,E11,"Brian, look. I've purchased authentic blue prints to build a Star Trek transporter.","0:1:6,752","0:1:11,217"
Star Trek,Family Guy,S3,E8,"What I'm about to show you is a fight scene
from Star Trek, season one, episode 18.","0:2:22,200","0:2:27,0"
Star Trek,Family Guy,S7,E11,"If my calculations are correct the cast of Star Trek: The Next Generation
will soon be here to anwser all my questions!","0:6:37,716","0:6:43,466"
America's Got Talent,American Dad!,S10,E2,<i>America's Got Talent.</i>,"0:51:19,878","0:51:21,380"
America's Got Talent,American Dad!,S10,E3,of<i> America's Got Talent.</i>,"0:3:0,852","0:3:2,185"
America's Got Talent,American Dad!,S10,E3,<i>America's Got Talent.</i>,"0:42:5,699","0:42:7,157"
America's Got Talent,American Dad!,S10,E1,on <i> America's Got Talent.</i>,"0:6:51,144","0:6:52,877"
America's Got Talent,American Dad!,S10,E1,This is <i> America's Got Talent!</i>,"1:6:13,672","1:6:16,909"
America's Got Talent,American Dad!,S10,E2,Welcome to<i> America's Got Talent.</i>,"0:2:15,634","0:2:17,536"
America's Got Talent,American Dad!,S10,E2,Welcome to<i> America's Got Talent.</i>,"0:22:49,234","0:22:51,302"
America's Got Talent,American Dad!,S10,E2,Welcome to<i> America's Got Talent.</i>,"0:38:7,487","0:38:9,554"
