reference_title,title,season,episode,text,start_time,end_time
MacGyver,The Simpsons,S17,E17,Macgyver lives.,"0:8:35,501","0:8:37,223"
MacGyver,The Simpsons,S17,E17,Macgyver away!,"0:16:1,163","0:16:2,314"
MacGyver,The Simpsons,S3,E21,That MacGyver's a genius.,"0:12:2,128","0:12:4,756"
MacGyver,The Simpsons,S3,E21,<i>for your beloved MacGyver.</i>,"0:18:0,534","0:18:2,161"
MacGyver,The Simpsons,S3,E21,"<i>Tonight, on MacGyver...</i>","0:18:29,696","0:18:31,960"
MacGyver,CSI: Crime Scene Investigation,S8,E12,You got a MacGyver bomb.,"0:22:43,368","0:22:45,200"
MacGyver,Castle,S7,E21,I saw this on MacGyver once.,"0:17:1,452","0:17:3,3"
MacGyver,NCIS,S1,E20,"Way to go, MacGyver.","0:16:6,237","0:16:7,237"
MacGyver,Grey's Anatomy,S8,E3,"Good luck, MacGyver.","0:17:33,988","0:17:35,248"
MacGyver,The Simpsons,S3,E15,<i>Best MacGyver ever.</i>,"0:14:58,293","0:15:0,227"
MacGyver,Smallville,S6,E19,"Perfect timing, MacGyver.","0:8:22,735","0:8:24,896"
MacGyver,NCIS,S18,E6,we haveto MacGyver something later.,"0:17:51,951","0:17:53,557"
MacGyver,The Simpsons,S17,E17,You're into Macgyver?,"0:3:15,527","0:3:17,322"
MacGyver,The Simpsons,S17,E17,Macgyver is my world.,"0:3:36,537","0:3:38,454"
MacGyver,The Simpsons,S16,E12,Have you everheard of MacGyver?,"0:5:46,640","0:5:47,846"
MacGyver,The Simpsons,S3,E21,<i>Whenever you watch MacGyver...</i>,"0:13:20,140","0:13:21,903"
MacGyver,Yellowstone,S4,E1,"Think you can MacGyverthat up for us, Wasichu?","0:28:47,932","0:28:51,798"
MacGyver,La Brea,S1,E7,"MacGyver thingthat's going on here,","0:32:5,357","0:32:6,769"
MacGyver,NCIS: Los Angeles,S6,E1,"The hell are you doingthere, MacGyver?","0:2:59,203","0:3:1,953"
MacGyver,Young Sheldon,S4,E2,Let's just watch MacGyver.,"0:17:43,923","0:17:45,923"
MacGyver,The Simpsons,S17,E17,"Oh, I'm Macgyver. I can make a bomb","0:3:19,965","0:3:23,421"
MacGyver,The Simpsons,S17,E17,"Bless me, Macgyver,for I have sinned?","0:15:16,2","0:15:17,708"
MacGyver,The Simpsons,S17,E17,"You're in a tight spot, Macgyver.","0:15:49,690","0:15:51,114"
MacGyver,The Simpsons,S3,E21,"<i>Love me, love MacGyver.</i>","0:12:40,934","0:12:43,494"
MacGyver,The Simpsons,S3,E21,<i>She happily watched MacGyver...</i>,"0:20:1,521","0:20:3,580"
MacGyver,The Simpsons,S3,E21,<i>except after mealsand MacGyver.</i>,"0:20:15,469","0:20:17,460"
MacGyver,The Simpsons,S4,E13,just close your eyesand think of MacGyver.,"0:3:34,239","0:3:36,935"
MacGyver,Charmed,S2,E11,"Wow, you're like MacGyverwith oestrogen.","0:12:37,9","0:12:39,159"
MacGyver,NCIS: Los Angeles,S2,E7,- We're in.- Wow. How Lady MacGyver of you.,"0:7:31,484","0:7:34,9"
MacGyver,The Simpsons,S17,E17,"What's a Macgyver, and whydoes it have a convention?","0:2:35,201","0:2:38,123"
MacGyver,The Simpsons,S17,E17,Guess who made Macgyver burgers?,"0:14:54,645","0:14:56,264"
MacGyver,Teen Titans Go!,S2,E38,"<i>or MacGyver, or PerfectStrangers, or Facts of Life,</i>","0:2:50,116","0:2:52,84"
MacGyver,Supernatural,S5,E9,And all from dudeswearing MacGyver jackets.,"0:12:10,796","0:12:13,966"
MacGyver,The Vampire Diaries,S4,E5,"with seven stakes, aweird MacGyver crossbow,","0:16:2,894","0:16:5,94"
MacGyver,The Simpsons,S3,E21,MacGyver was wearing a tank top.,"0:11:44,344","0:11:47,142"
MacGyver,The Simpsons,S3,E21,"Señor MacGyver,you saved our village.","0:11:51,952","0:11:54,682"
MacGyver,The Simpsons,S3,E21,<i>Just tell me you like MacGyver.</i>,"0:12:49,342","0:12:51,310"
MacGyver,The Simpsons,S3,E21,<i>except for after mealsand after MacGyver.</i>,"0:14:58,238","0:15:1,139"
MacGyver,Bones,S7,E6,"Yeah, the guy, he completelyMacGyver-ed it.","0:13:24,85","0:13:25,469"
MacGyver,NCIS: Los Angeles,S7,E13,"Geez, what's going onback there, MacGyver?","0:22:38,88","0:22:41,124"
MacGyver,The Big Bang Theory,S8,E21,Dude was likea little brown MacGyver.,"0:9:2,841","0:9:5,844"
MacGyver,The Simpsons,S17,E17,Macgyver was a show about a secret agent,"0:2:38,201","0:2:40,537"
MacGyver,The Simpsons,S17,E17,some bullets and three ofmy Macgyver writers.,"0:12:30,49","0:12:32,334"
MacGyver,The Simpsons,S3,E21,<i>When Aunt Selma lights upafter MacGyver...</i>,"0:20:21,241","0:20:23,903"
MacGyver,Marvel's Agents of S.H.I.E.L.D.,S3,E20,"<i>so I can't open the door,but we can still</i> MacGyver <i>you out.</i>","0:22:53,123","0:22:55,416"
MacGyver,Marvel's Agents of S.H.I.E.L.D.,S3,E20,"<i>No, no, no. Stop.I said</i> MacGyver, <i>not</i> Firestarter.","0:23:0,130","0:23:2,883"
MacGyver,Archive 81,S1,E3,What about the basement?MacGyver your way back in there yet?,"0:6:25,593","0:6:28,12"
MacGyver,The Simpsons,S5,E11,"- Selma, my dear, your lock of MacGyver's hair.- Ohh.","0:18:7,150","0:18:10,586"
MacGyver,Breaking Bad,S1,E5,"- Come on, you're like MacGyver.- Shut the fuck up.","0:4:7,932","0:4:10,407"
MacGyver,NCIS,S18,E6,"Okay, MacGyver. You got oneof those in your other pocket?","0:18:25,288","0:18:27,866"
MacGyver,Castle,S5,E8,"No, but I've seen everyepisode of MacGyver.","0:24:7,310","0:24:10,132"
MacGyver,Prison Break,S4,E7,Biding time till you can figure out some MacGyver way,"0:14:44,376","0:14:47,421"
MacGyver,The Simpsons,S3,E21,<i>Holy frijoles!We've got ten minutestill MacGyver.</i>,"0:11:34,234","0:11:36,964"
MacGyver,NCIS,S9,E7,This is the old phone that he usedto MacGyver into the intercom system.,"0:32:45,786","0:32:49,134"
MacGyver,Smallville,S7,E12,Does MacGyver blushevery time he walks past me?,"0:1:55,695","0:1:58,137"
MacGyver,South Park,S4,E4,"No, Billy, you're gonna stayhere and watch more MacGyver.","0:5:50,175","0:5:52,344"
MacGyver,Grey's Anatomy,S3,E7,We're doing crazy MacGyversurgery. I want what's best for my guy.,"0:29:41,679","0:29:45,547"
MacGyver,CSI: Crime Scene Investigation,S4,E5,"All right, MacGyver, could you do me a favor?Could you stand up and hold your arms out?I'm just going to check you out here.","0:16:8,375","0:16:16,95"
Family Guy,South Park,S20,E7,"Or me, from Family Guy?","0:8:53,735","0:8:56,4"
Family Guy,South Park,S20,E7,Or me from Family Guy?,"0:8:56,38","0:8:58,606"
Family Guy,South Park,S20,E7,Or me from Family Guy?,"0:8:58,639","0:9:2,177"
Family Guy,Shameless,S3,E5,Ian and I are gonna get highand watch <i>Family Guy</i>. Wanna come?,"0:26:29,799","0:26:32,712"
Westworld,Rick and Morty,S5,E2,"Damn. Like westworld.yes, morty, like westworld.","0:4:55,158","0:4:57,677"
Westworld,The Big Bang Theory,S12,E2,"- Sheldon...- Okay, <i>Westworld.</i>","0:3:17,251","0:3:19,751"
Westworld,Chucky,S1,E5,Have you guys seenWestworld?,"0:12:0,974","0:12:2,657"
Westworld,Chucky,S1,E3,I thought you werewatching Westworld.,"0:24:43,123","0:24:45,109"
Westworld,Suits,S6,E14,This isn't Westworld.I can't make her human.,"0:24:43,65","0:24:45,317"
Westworld,Suits,S6,E15,This isn't Westworld.I can't make her human.,"0:0:2,251","0:0:4,346"
Westworld,This Is Us,S1,E13,They look like <i>Westworld</i> hosts.,"0:17:37,579","0:17:38,944"
Westworld,Modern Family,S11,E10,And eight $100 Westworld entry fees?,"0:21:12,784","0:21:15,818"
Malcolm in the Middle,The Simpsons,S13,E15,I make as much asMalcolm in the Middle.,"0:19:3,392","0:19:5,310"
Malcolm in the Middle,Family Guy,S4,E21,We now return toMalcolm In The Middle.,"0:4:28,188","0:4:30,401"
Malcolm in the Middle,Family Guy,S19,E11,"<i>Malcolm in the Middle,</i>five nights a week","0:5:29,942","0:5:32,43"
Malcolm in the Middle,Family Guy,S4,E9,"- Mom, can we go get some food?- My God, there's Malcolm in middle!","0:14:10,249","0:14:13,412"
How I Met Your Mother,The Simpsons,S33,E9,<i>And that's howI met your mother.</i>,"0:17:32,577","0:17:35,153"
How I Met Your Mother,Family Guy,S17,E8,âª How I Met Your Mother âª,"0:16:19,168","0:16:20,292"
How I Met Your Mother,The Simpsons,S25,E2,"And that, kids, ishow I met your mother.","0:20:52,919","0:20:56,787"
How I Met Your Mother,The Office,S6,E18,"<i>Because according to howI met your mother,</i>","0:3:35,133","0:3:36,770"
How I Met Your Mother,Family Guy,S7,E12,<i>on How I Met Your Mother'cause of that movie?</i>,"0:17:39,693","0:17:42,423"
How I Met Your Mother,The Simpsons,S25,E2,(  <i>how I met your mother</i><i>theme music playing)</i>,"0:20:56,789","0:20:58,856"
How I Met Your Mother,Family Guy,S17,E8,Lannister Van Buren ButterworthHow I Met Your Mother,"0:9:16,268","0:9:18,594"
How I Met Your Mother,Family Guy,S17,E8,Lannister Van Buren ButterworthHow I Met Your Mother,"0:10:2,880","0:10:5,39"
Sons of Anarchy,Mayans M.C.,S1,E8,Sons of Anarchy Motorcycle Club.,"0:24:43,414","0:24:46,732"
Sons of Anarchy,Supernatural,S10,E4,chowing downon Sons of Anarchy just yet.,"0:9:18,778","0:9:21,144"
American Horror Story,American Horror Stories,S1,E7,"We are, like, hugeAmerican Horror Story fans.","0:1:15,117","0:1:18,156"
American Horror Story,American Horror Stories,S1,E7,The writers of AmericanHorror Story are doing a talk.,"0:17:42,691","0:17:45,395"
The Walking Dead,Bones,S10,E17,<i>You guys watchWalking Dead?</i>,"0:6:10,103","0:6:12,338"
The Walking Dead,Supernatural,S14,E5,It's a zombie --a Walking Dead thing.,"0:6:44,408","0:6:45,908"
The Walking Dead,Bones,S9,E21,You-you meanlike the walking dead?,"0:20:0,317","0:20:2,718"
The Walking Dead,The Flash,S3,E10,every episode of The Walking Dead with you.,"0:22:13,830","0:22:15,940"
The Walking Dead,The Flash,S3,E12,every episode of The Walking Dead with you.,"0:22:13,830","0:22:15,940"
The Walking Dead,The Flash,S3,E13,every episode of The Walking Dead with you.,"0:22:13,830","0:22:15,940"
The Walking Dead,The Flash,S3,E11,every episode of The Walking Dead with you.,"0:22:13,830","0:22:15,940"
The Walking Dead,Family Guy,S12,E17,I want to watch<i>the walking dead!</i>,"0:15:31,765","0:15:33,598"
The Walking Dead,Family Guy,S16,E10,I've seen The Walking Dead!,"0:16:4,659","0:16:6,94"
The Walking Dead,The Flash,S3,E9,every episode of The Walking Dead with you.,"0:22:13,830","0:22:15,940"
The Walking Dead,The Flash,S3,E6,every episode of The Walking Dead with you.,"0:22:13,830","0:22:15,940"
The Walking Dead,The Flash,S3,E17,every episode of The Walking Dead with you.,"0:22:13,830","0:22:15,940"
The Walking Dead,The Flash,S3,E7,every episode of The Walking Dead with you.,"0:22:13,830","0:22:15,940"
The Walking Dead,The Flash,S3,E8,every episode of The Walking Dead with you.,"0:22:13,830","0:22:15,940"
The Walking Dead,The Flash,S3,E20,every episode of The Walking Dead with you.,"0:22:13,830","0:22:15,940"
The Walking Dead,The Flash,S3,E23,every episode of The Walking Dead with you.,"0:22:13,830","0:22:15,940"
The Walking Dead,The Flash,S3,E22,every episode of The Walking Dead with you.,"0:22:13,830","0:22:15,940"
The Walking Dead,Family Guy,S17,E12,that talks about<i> The Walking Dead.</i>,"0:19:3,950","0:19:5,559"
The Walking Dead,Law & Order: Special Victims Unit,S14,E20,You ladies need<i>Walking Dead</i> shots?,"0:2:19,480","0:2:21,147"
The Walking Dead,Supernatural,S9,E19,about the barn episodeof Walking Dead,"0:9:37,901","0:9:40,201"
The Walking Dead,The Big Bang Theory,S6,E15,catch up on some <i>Walking Dead?</i>,"0:19:48,701","0:19:50,767"
The Walking Dead,Pretty Little Liars,S7,E6,without having to go all Walking Dead.,"0:1:24,980","0:1:26,563"
The Walking Dead,Law & Order: Special Victims Unit,S14,E20,She had a lotof <i>Walking Dead</i> shots.,"0:8:52,169","0:8:54,470"
The Walking Dead,The Big Bang Theory,S12,E13,"Ooh, uh, how aboutthis week's <i>Walking Dead?</i>","0:8:56,884","0:8:58,296"
The Walking Dead,Sex Education,S2,E1,Why does it look like<i>The Walking Dead</i> in here?,"0:7:53,0","0:7:54,600"
The Walking Dead,9-1-1,S5,E7,"I mean, I have people treatingme like I'm the walking dead.","0:42:8,90","0:42:10,353"
The Walking Dead,Modern Family,S5,E5,If he's old enough to watchThe Walking Dead with me-,"0:1:32,960","0:1:35,133"
The Walking Dead,The Big Bang Theory,S11,E23,What if we tell him the themeof the wedding is Walking Dead,"0:8:15,798","0:8:18,322"
The Walking Dead,The Big Bang Theory,S10,E13,Didn't think you couldturn the theme from <i>Walking Dead</i>,"0:4:56,0","0:4:58,268"
The Walking Dead,The Big Bang Theory,S7,E20,I told you those Walking Deadpillowcases were a bad idea.,"0:2:25,280","0:2:29,205"
Riverdale,The Simpsons,S31,E6,"And now, an new scenefrom the CW's<i> Riverdale.</i>","0:1:20,632","0:1:24,156"
Station 19,Grey's Anatomy,S17,E11,to the drive-through siteat Station 19.,"0:4:16,723","0:4:18,307"
Teen Wolf,Legacies,S2,E13,"Slow down there, Teen Wolf.","0:5:51,586","0:5:53,187"
Teen Wolf,The Simpsons,S24,E5,"Number 60,from <i>Teen Wolf Too...</i>","0:15:35,557","0:15:38,625"
Teen Wolf,Modern Family,S7,E19,"Sweet Teen Wolf,what have I become?","0:14:38,259","0:14:41,677"
Teen Wolf,Supernatural,S12,E16,"Right. Eat me, Teen Wolf.","0:35:1,612","0:35:4,146"
Teen Wolf,Family Guy,S11,E11,"Hey, was <i>Beowulf</i>a <i>Teen Wolf</i> sequel","0:3:49,143","0:3:51,711"
Teen Wolf,Gravity Falls,S1,E13,Be astounded by the horrible pre-teen wolf boy!,"0:2:17,720","0:2:21,70"
Seinfeld,The Simpsons,S31,E5,Seinfeld.,"0:16:56,514","0:16:58,682"
Seinfeld,The Simpsons,S26,E1,...Newman from<i> seinfeld.</i>,"0:15:3,770","0:15:5,903"
Seinfeld,The Simpsons,S31,E5,vodka and Seinfeld.,"0:10:36,201","0:10:38,802"
Seinfeld,Scrubs,S3,E21,Are you the Soup Nazi from 'Seinfeld'?,"0:0:57,700","0:0:59,600"
Seinfeld,Modern Family,S11,E15,And I called Seinfeld Steinfeld.,"0:12:1,365","0:12:3,403"
Seinfeld,Superman & Lois,S2,E10,"Oh, and the tripswith President Seinfeld.","0:13:46,432","0:13:48,437"
Seinfeld,American Dad!,S8,E5,Could that be a joke for Jerry Seinfeld?,"0:4:30,942","0:4:33,476"
Seinfeld,Family Guy,S11,E10,There's a line in therefrom <i>Seinfeld!</i>,"0:14:47,594","0:14:49,195"
Seinfeld,American Dad!,S9,E13,"You could name itJessica Seinfeld,","0:7:23,442","0:7:25,309"
Seinfeld,Family Guy,S16,E2,to hang out with Jerry Seinfeld?,"0:15:39,883","0:15:41,865"
Seinfeld,Family Guy,S15,E2,It's true. Even JerrySeinfeld drank it.,"0:14:6,11","0:14:8,312"
Seinfeld,Cobra Kai,S3,E5,Master of your domain. Ever see Seinfeld?,"0:6:42,485","0:6:45,153"
Seinfeld,The Simpsons,S20,E4,"It was okay.I got Seinfeld, Season 7.","0:4:44,956","0:4:49,701"
Seinfeld,American Dad!,S5,E9,Of course.Jerry Seinfeld's car garage.,"0:15:5,502","0:15:8,801"
Seinfeld,The Simpsons,S22,E2,if I'm watching an old <i>Seinfeld</i>or an old <i>Old Christine.</i>,"0:13:34,573","0:13:37,875"
Seinfeld,Family Guy,S4,E13,Peter paid the villagers to reenactthe Contest episode of Seinfeld.,"0:19:7,219","0:19:10,735"
Seinfeld,South Park,S11,E1,That's the guy from Seinfeld usedthe N word a whole bunch of times.,"0:15:48,822","0:15:52,333"
Seinfeld,This Is Us,S2,E13,"I've been watching too muchSeinfeld, too.","0:4:40,968","0:4:42,942"
Seinfeld,NCIS,S16,E9,Oh. Sounds like the <i>Seinfeld</i>Smelly Car episode.,"0:9:39,56","0:9:41,590"
Seinfeld,The Big Bang Theory,S12,E1,"I'm-I'm not Seinfeld funny, butI did an open mic night once.","0:19:5,125","0:19:8,126"
Seinfeld,American Dad!,S3,E15,You see that episode of <i>Seinfeld</i>Thursday night 10 years ago?,"0:12:15,634","0:12:18,797"
Seinfeld,American Dad!,S5,E9,Really? Seinfeld hashis own car garage in Manhattan.,"0:15:11,108","0:15:15,238"
Seinfeld,The Vampire Diaries,S1,E5,I think Seinfeld is the best Americantelevision show of the past 50 years...,"0:17:8,558","0:17:12,289"
Seinfeld,Family Guy,S3,E15,"Uh... You mean ha-ha Jerry Seinfeld funny, orElayne Boosler bless-her-she's-trying funny?","0:13:15,87","0:13:21,218"
Breaking Bad,Family Guy,S16,E1,"Ooh, or Breaking Bad.","0:7:4,540","0:7:6,475"
Breaking Bad,Family Guy,S11,E9,You will recommend<i>Breaking Bad</i>,"0:2:31,224","0:2:33,459"
Breaking Bad,Family Guy,S12,E18,We gave you Breaking Bad,"0:11:59,720","0:12:1,404"
Breaking Bad,The Flash,S4,E16,"You're not Breaking Bad, Locutus!","0:40:32,480","0:40:33,978"
Breaking Bad,Family Guy,S11,E9,We now return to <i>Breaking Bad.</i>,"0:2:27,454","0:2:29,889"
Breaking Bad,Family Guy,S11,E9,about <i>Breaking Bad</i>or <i>The Wire.</i>,"0:2:48,742","0:2:51,10"
Breaking Bad,The Simpsons,S29,E10,Are you breaking bad up here?,"0:10:10,520","0:10:12,855"
Breaking Bad,Family Guy,S11,E9,I will recommend <i>Breaking Bad</i>to everyone I know.,"0:2:35,262","0:2:38,297"
Breaking Bad,Family Guy,S11,E2,<i>And wait'll you see Breaking Bad.</i>,"0:11:51,698","0:11:53,332"
Breaking Bad,Family Guy,S11,E9,"You know, what's not slowingdown-- <i>Breaking Bad.</i>","0:18:4,550","0:18:6,517"
Breaking Bad,Family Guy,S11,E9,"<i>Breaking Bad</i> is the best showyou've ever seen,","0:2:38,331","0:2:41,167"
Breaking Bad,Family Guy,S11,E9,"<i>Breaking Bad</i>is the best show I've ever seen,","0:2:42,936","0:2:45,604"
Breaking Bad,Family Guy,S11,E9,I will never stop talkingabout <i>Breaking Bad</i> or <i>The Wire.</i>,"0:2:51,44","0:2:55,14"
Breaking Bad,NCIS,S12,E13,Somebody who's seen a littletoo much <i>Breaking Bad.</i>,"0:15:21,983","0:15:23,883"
Breaking Bad,Supernatural,S9,E2,"Things go breaking bad,he knows our number.","0:2:18,977","0:2:21,44"
Smallville,The Big Bang Theory,S8,E24,I get it.<i>Smallville</i> almost wrecked you.,"0:4:8,556","0:4:11,356"
Smallville,Law & Order,S19,E2,Feels likeSmallville in here.,"0:4:40,812","0:4:42,7"
Smallville,The Simpsons,S18,E22,"Okay, Smallville...super dog licks himself.","0:11:38,207","0:11:42,782"
Rick and Morty,Family Guy,S19,E13,I borrowed itfrom<i> Rick and Morty.</i>,"0:12:47,451","0:12:49,147"
Rick and Morty,The Simpsons,S32,E3,I will direct a<i> Rick and Morty.</i>,"0:20:0,38","0:20:3,48"
Rick and Morty,This Is Us,S4,E13,"and Rick and Morty with my son, okay?","0:4:29,202","0:4:31,870"
Rick and Morty,MacGyver,S4,E7,on the couch all daywatching Rick and Morty!,"0:23:3,990","0:23:5,905"
Rick and Morty,The Good Doctor,S2,E10,I got a season ofRick and Morty on my phone.,"0:10:10,850","0:10:12,889"
Top Gear,The Vampire Diaries,S6,E6,Elena is auditioningfor Top Gear.,"0:26:48,478","0:26:52,179"
Top Gear,Raised by Wolves,S1,E6,"So, Top Gear. You got any music?","0:11:21,448","0:11:25,369"
Top Gear,Chicago Fire,S7,E20,"- Uh, Speed Racer!- No, it's Top Gear!","0:33:40,800","0:33:43,64"
Euphoria,Rick and Morty,S4,E9,Euphoria to pregame.,"0:0:9,426","0:0:10,426"
Euphoria,Riverdale,S4,E13,had a baby with Euphoria.,"0:36:36,70","0:36:37,760"
Euphoria,The Simpsons,S31,E22,"I've wanted to watch Euphoria,","0:18:21,367","0:18:22,733"
The Vampire Diaries,Chucky,S1,E1,"I was watchingVampire Diaries, actually.","0:23:30,228","0:23:33,0"
The Vampire Diaries,Gossip Girl,S3,E18,We talked about <i>The Vampire Diaries</i>in the elevator on Friday.,"0:31:59,269","0:32:2,611"
The Vampire Diaries,The Big Bang Theory,S12,E1,All right. I can't believethey canceled <i>Vampire Diaries</i>,"0:5:10,956","0:5:13,423"
Ozark,Modern Family,S7,E20,Sounded a little Ozark-y.,"0:2:57,709","0:2:59,492"
Ozark,Riverdale,S3,E12,"And suddenly, I'm in an episode of <i>Ozark.</i>","0:4:0,990","0:4:3,639"
Gotham,Grey's Anatomy,S15,E21,Gotham Donuts!,"0:2:26,461","0:2:28,61"
Gotham,The Simpsons,S16,E14,Gotham City!Wiggumville!,"0:6:47,198","0:6:48,620"
Gotham,The Simpsons,S18,E11,I mean Gotham underworldis trembling,"0:17:20,405","0:17:22,53"
Gotham,The Simpsons,S19,E7,it's as if Supermanmoved to Gotham City...,"0:2:21,258","0:2:23,573"
Gotham,Hawaii Five-0,S5,E12,You better get in thereand help save Gotham.,"0:2:53,338","0:2:55,272"
Gotham,The Big Bang Theory,S7,E10,Look at the mess the Jokermade of Gotham City.,"0:3:54,680","0:3:56,967"
Gotham,The Big Bang Theory,S3,E9,He broke outand poisoned Gotham's water supply.,"0:12:26,946","0:12:30,279"
Gotham,Riverdale,S2,E21,Are you and Daddy trying toturn Riverdale into Gotham City?,"0:9:40,690","0:9:44,250"
Gotham,Monk,S6,E9,And I'm sure Randy wouldlike to get back to gotham city.,"0:28:10,390","0:28:12,527"
Gotham,House,S7,E9,and you can run aroundGotham pulling babiesout of burning buildings.,"0:34:59,263","0:35:2,426"
The Mandalorian,South Park,S23,E9,and I loveThe Mandalorian.,"0:2:43,872","0:2:45,665"
The Mandalorian,The Rookie,S3,E12,have you seen The Mandalorian?,"0:41:31,309","0:41:32,431"
The Mandalorian,South Park,S23,E9,I love The Mandalorian!Right?,"0:7:36,956","0:7:39,0"
The Mandalorian,South Park,S23,E9,Do you watchThe Mandalorian on Disney+?,"0:7:32,201","0:7:34,286"
The Mandalorian,South Park,S23,E9,"Put it back toMandalorian, Jimmy.","0:16:25,150","0:16:26,443"
The Mandalorian,South Park,S23,E9,"Mom, I can't watchMandalorian anywhere.","0:18:47,292","0:18:50,86"
The Mandalorian,South Park,S23,E9,and she's watching Mandalorianat my house!,"0:8:6,151","0:8:8,822"
The Mandalorian,South Park,S23,E9,"As soon as she saidshe watches Mandalorian,","0:3:37,968","0:3:39,343"
The Mandalorian,South Park,S23,E10,"Nah. Mandalorian was greatthe first few episodes,","0:11:55,830","0:11:58,190"
Cobra Kai,Peacemaker,S1,E3,We've got a bodyguardand Cobra Kai,"0:10:51,943","0:10:54,113"
Cobra Kai,Peacemaker,S1,E4,I think Cobra Kai just got out!,"0:26:6,231","0:26:7,900"
Cobra Kai,Scream Queens,S2,E7,They modeled the guy who ran Cobra Kai,"0:6:54,663","0:6:56,562"
Cobra Kai,Family Guy,S4,E18,"and then me and my friends from Cobra Kaiare gonna take you down, man!","0:20:29,96","0:20:32,795"
Doctor Who,The Resident,S5,E8,I'm a doctor who can't doctor.,"0:17:34,528","0:17:36,925"
Doctor Who,Castle,S6,E5,You watch Doctor Who?,"0:12:6,169","0:12:7,259"
Doctor Who,Criminal Minds,S15,E7,I watch doctor who.,"0:14:40,81","0:14:41,504"
Doctor Who,The Big Bang Theory,S5,E14,Even Doctor Who?,"0:8:7,445","0:8:9,404"
Doctor Who,The Big Bang Theory,S7,E6,âª I'd be Doctor Whowithout the TARDIS,"0:14:14,120","0:14:17,90"
Doctor Who,Rick and Morty,S3,E10,I'm Doctor Whoin this mother fucker!,"0:13:26,371","0:13:27,716"
Doctor Who,Grey's Anatomy,S15,E9,It's like the TARDIS from Doctor Who.,"0:8:4,77","0:8:5,845"
Doctor Who,The Big Bang Theory,S8,E19,It's my TARDISfrom <i>Doctor Who.</i>,"0:4:23,908","0:4:25,714"
Doctor Who,The Big Bang Theory,S11,E1,Doctor Who wedding cake,"0:4:56,620","0:4:57,786"
Doctor Who,NCIS,S12,E3,"You're a medical doctor, not Doctor Who.Yeah, Mags,","0:14:29,99","0:14:31,350"
Doctor Who,House,S1,E8,Who are you?I'm the doctorwho's trying to save your son.,"0:18:51,63","0:18:54,658"
Doctor Who,Raised by Wolves,S2,E4,It's like the Weeping Angelsin Doctor Who.,"0:18:53,400","0:18:55,839"
Doctor Who,Hawaii Five-0,S5,E6,We also watch <i>Doctor Who</i>together.,"0:20:41,405","0:20:43,169"
Doctor Who,Grey's Anatomy,S8,E4,"of the Doctor whoTARDIS in original packaging,","0:7:17,860","0:7:21,687"
Doctor Who,The Big Bang Theory,S8,E12,Three words:<i>Doctor Who</i> convention.,"0:2:13,937","0:2:17,243"
Doctor Who,The Big Bang Theory,S9,E4,for the<i> Doctor Who</i> panelat Comic-Con?,"0:6:9,110","0:6:10,776"
Doctor Who,The Big Bang Theory,S8,E19,"Bernadette, for every episodeof <i>Doctor Who</i>","0:7:53,930","0:7:55,601"
Doctor Who,The Big Bang Theory,S8,E19,The fate of Doctor Who's TARDISwill be decided,"0:8:33,129","0:8:35,697"
Doctor Who,The Big Bang Theory,S5,E14,"- Even Doctor Who.- All right, that's it.","0:8:10,364","0:8:12,532"
Doctor Who,The Big Bang Theory,S9,E23,for the<i> Doctor Who</i> panelat Comic-Con?,"0:6:9,110","0:6:10,776"
Doctor Who,The Big Bang Theory,S6,E5,...or they also havethe TARDIS from Doctor Who.,"0:13:20,800","0:13:23,468"
Doctor Who,House,S7,E15,That's when classic <i>DoctorWho</i> comes on the BBC.,"0:15:43,676","0:15:47,168"
Doctor Who,Cobra Kai,S1,E3,We just lost one to <i>Doctor Who.</i>,"0:17:36,846","0:17:38,473"
Doctor Who,The Flash,S4,E5,"You're a Doctor Who fan, Joanie?","0:3:36,510","0:3:38,348"
Doctor Who,Cobra Kai,S2,E9,You check out the new <i>Doctor Who </i>trailer?,"0:17:53,154","0:17:55,324"
Doctor Who,The Big Bang Theory,S8,E19,"I don't know muchabout <i>Doctor Who,</i>","0:13:14,677","0:13:17,104"
Doctor Who,NCIS,S5,E12,I finally got someone I canbinge-watch <i>Doctor Who</i> with.,"0:40:13,525","0:40:15,570"
Doctor Who,Castle,S6,E5,Time travel device?Doctor Who's sonic screwdriver?,"0:12:2,600","0:12:5,389"
Doctor Who,The Big Bang Theory,S11,E6,"Oh, you've already got <i>Doctor</i><i>Who</i> and the <i>Ghostbusters.</i>","0:1:28,43","0:1:30,78"
Doctor Who,The Big Bang Theory,S9,E8,the DVR cut off the last minuteof <i>Doctor Who...</i>,"0:1:12,582","0:1:15,683"
Doctor Who,The Big Bang Theory,S11,E3,"That's the day that Jon Pertwee,the third Doctor Who, died.","0:5:46,497","0:5:49,197"
Doctor Who,Family Guy,S7,E12,"<i>productivity is up, and ratingsfor Doctor Who are through the roof.</i>","0:14:19,73","0:14:22,406"
Doctor Who,The Blacklist,S3,E11,I downloaded the fourth seriesof Doctor Who. Tom Baker's amazing.,"0:6:58,639","0:7:3,771"
Doctor Who,The Simpsons,S7,E15,"<i>Yes, this should provide adequatesustenance for the Doctor Who marathon.</i>","0:2:14,667","0:2:18,262"
Doctor Who,Raised by Wolves,S1,E5,Just because I got stuck in a chasmand think Doctor Who is overrated.,"0:10:20,403","0:10:24,403"
